att.net,att.net,1
bluewin.ch,bluewin.ch,1
Businessemail.rediff.com,Businessemail.rediff.com,1
Centurylink.net,Centurylink.net,1
email.bol.uol.com.br,email.bol.uol.com.br,1
email.freenet.de,email.freenet.de,1
email.ig.com.br,email.ig.com.br,1
email.telstra.com,email.telstra.com,1
email.uol.com.br,email.uol.com.br,1
excite.com,excite.com,1
fastmail.com,fastmail.com,1
freemail.t-online.de,freemail.t-online.de,1
gmail.com,gmail.com,1
gmx.com,gmx.com,1
gmx.net,gmx.net,1
hotmail.com,hotmail.com,1
hushmail.com,hushmail.com,1
icloud.com,icloud.com,1
juno.com,juno.com,1
laposte.net,laposte.net,1
libero.it,libero.it,1
Lycos.com,Lycos.com,1
mail.aol.ca,mail.aol.ca,1
mail.aol.com,mail.aol.com,1
mail.com,mail.com,1
mail.comcast.net,mail.comcast.net,1
mail.google.com,mail.google.com,1
mail.qq.com,mail.qq.com,1
mail.rambler.ru,mail.rambler.ru,1
mail.rediff.com,mail.rediff.com,1
mail.ru,mail.ru,1
mail.tim.it,mail.tim.it,1
mail.tiscali.it,mail.tiscali.it,1
mail.yahoo.co.jp,mail.yahoo.co.jp,1
mail.yahoo.com,mail.yahoo.com,1
mail.yandex.com,mail.yandex.com,1
mail.ziggo.nl,mail.ziggo.nl,1
Mailfence.com,Mailfence.com,1
optus.com.au,optus.com.au,1
outlook.com,outlook.com,1
Outlook.live.com,Outlook.live.com,1
protonmail.com,protonmail.com,1
rms.orange.fr,rms.orange.fr,1
runbox.com,runbox.com,1
sky.com,sky.com,1
sparkmailapp.com/,sparkmailapp.com/,1
Spike ,Spike ,1
spectrum.net,spectrum.net,1
t-online.de,t-online.de,1
tele2.nl,tele2.nl,1
Terra.com.br,Terra.com.br,1
thunderbird.net/,thunderbird.net/,1
verizon.com,verizon.com,1
virgilio.it,virgilio.it,1
virginmedia.com,virginmedia.com,1
web.de,web.de,1
webmail.aliceadsl.fr,webmail.aliceadsl.fr,1
webmail.bell.net,webmail.bell.net,1
webmail.comcast.net,webmail.comcast.net,1
webmail.cox.net,webmail.cox.net,1
webmail.earthlink.net,webmail.earthlink.net,1
webmail.free.fr,webmail.free.fr,1
webmail.optimum.net,webmail.optimum.net,1
webmail.sfr.fr,webmail.sfr.fr,1
webmail.shaw.ca,webmail.shaw.ca,1
xfinity.com,xfinity.com,1
zoho.com,zoho.com,1
